Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Included / International,Price / International,Compare At Price / International,Status
december-classic-allocation,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0347/9578/2188/products/xmas-P1000188a.jpg?v=1638991617,2,,,,,,,,,,,,,,,,,,,,,,,,
december-classic-allocation,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0347/9578/2188/products/xmas-P1000232a.jpg?v=1640898682,3,,,,,,,,,,,,,,,,,,,,,,,,
sip-shop-with-fatcork-founders-bryan-abby-1,Sip & Shop with fatcork founders Bryan & Abby!,,Event Ticket,,Event,"spo-default, spo-disabled",false,Ticket,3:00 to 3:30pm,,,,,509271,0.0,shopify,deny,manual,0.00,,false,true,,,,,false,,,,,,,,,,,,,,,lb,,,true,true,,,archived
sip-shop-with-fatcork-founders-bryan-abby-1,,,,,,,,,3:45pm to 4:15pm,,,,,509272,0.0,shopify,deny,manual,0.00,,false,true,,,,,,,,,,,,,,,,,,,,lb,,,,,,,
sip-shop-with-fatcork-founders-bryan-abby-1,,,,,,,,,4:30pm to 5:00pm,,,,,509273,0.0,shopify,deny,manual,0.00,,false,true,,,,,,,,,,,,,,,,,,,,lb,,,,,,,
sip-shop-with-fatcork-founders-bryan-abby-1,,,,,,,,,5:15 to 5:45,,,,,509274,0.0,shopify,deny,manual,0.00,,false,true,,,,,,,,,,,,,,,,,,,,lb,,,,,,,
copy-of-fatcork-favorites-6-pack,Fatcork favorites 6-pack,"<div style=""text-align: center;""><i><span style=""font-weight: 400;"">Relax. You’re in good hands.</span></i></div>
<p> </p>
<p>Fatcork celebration specialists are Champagne’s biggest fans. We have personal relationships with each of our growers, and we know their bubbles like the back of our hands. So you can trust us to pick out selections that you and yours are sure to love. Cheers to letting us do the heavy lifting!</p>
<p>Includes:</p>
<ul>
<li><a href=""https://fatcork.com/collections/single-bottles/products/adrien-redon-extra-brut"">Adrien Redon Un R D'Autrefois Extra Brut </a></li>
<li>
<a href=""https://fatcork.com/products/brut-reserve?_pos=1&amp;_sid=8c9a6ed04&amp;_ss=r"">Piollot Père et Fils Brut Reserve</a><br>
</li>
<li>
<a href=""https://fatcork.com/products/jean-baillette-prudhomme-premier-cru-extra-brut-reserve?_pos=1&amp;_sid=a903097aa&amp;_ss=r"">Jean Baillette-Prudhomme Extra Brut Reserve **made just for fatcork!</a><br>
</li>
<li><a href=""https://fatcork.com/collections/single-bottles/products/gimonnet-oger-selection-blanc-de-blancs"">Gimonnet-Oger Blanc de Blancs Premier Cru </a></li>
<li><a href=""https://fatcork.com/collections/single-bottles/products/didier-ducos-absolu-meunier"">Didier Ducos Absolu Meunier </a></li>
<li><a href=""https://fatcork.com/products/hervieux-dumez-brut-reserve?_pos=1&amp;_sid=0dd2a8ae7&amp;_ss=r"">Hervieux-Dumez Brut Reserve</a></li>
</ul>",Bundle,,Bundle,"ABV-12, Gift Set, Gift Sets, spo-default, spo-disabled, VARIANT-39707683586092-UNIT-ML, VARIANT-39707683586092-VOLUME-4500",false,Title,Default Title,,,,,FF6PTHANKS,10886.21688,shopify,deny,manual,398.00,,true,true,"",https://cdn.shopify.com/s/files/1/0347/9578/2188/products/Fatcork_Favorites_6Pack_bb3e65be-2840-4bb5-86a3-331c1513e4e4.jpg?v=1636579273,1,,false,,,,,,,,,,,,,,,lb,,152.41,true,true,,,archived
copy-of-fatcork-favorites-4-pack,Fatcork favorites 4-pack,"<p style=""text-align: center;""><i><span style=""font-weight: 400;"">Relax. You’re in good hands.</span></i></p>
<br>
<p><span style=""font-weight: 400;"">Fatcork celebration specialists are Champagne’s biggest fans. We have personal relationships with each of our growers, and we know their bubbles like the back of our hands. So you can trust us to pick out selections that you and yours are sure to love. Cheers to letting us do the heavy lifting!</span></p>
<br>
<p>Included:</p>
<p><span style=""font-weight: 400;"">A single bottle of Adrien Redon Un R D'Autrefois Extra Brut </span></p>
<p><span style=""font-weight: 400;"">A single bottle of Piollot Brut Réserve</span></p>
<p><span style=""font-weight: 400;"">A single bottle of Jean Baillette-Prudhomme Extra Brut Réserve *made exclusively for fatcork!</span></p>
<p><span style=""font-weight: 400;"">A single Gimonnet-Oger Blanc de Blancs Premier Cru </span></p>",Bundle,,Bundle,"ABV-12, Gift Set, Gift Sets, spo-default, spo-disabled, VARIANT-39707675131948-UNIT-ML, VARIANT-39707675131948-VOLUME-3000",false,Title,Default Title,,,,,FF4PTHANKS,7257.47792,shopify,deny,manual,259.00,,true,true,"",https://cdn.shopify.com/s/files/1/0347/9578/2188/products/Fatcork_Favorites_4Pack_2badaf78-e280-4bb9-96d8-ed1599e2821c.jpg?v=1636579014,1,,false,,,,,,,,,,,,,,,lb,,97.81,true,true,,,archived
copy-of-fatcork-favorites-2-pack,Fatcork favorites 3-pack,"<p style=""text-align: center;""><i><span style=""font-weight: 400;"">Relax. You’re in good hands.</span></i></p>
<p><span style=""font-weight: 400;"">Fatcork celebration specialists are Champagne’s biggest fans. We have personal relationships with each of our growers, and we know their bubbles like the back of our hands. So you can trust us to pick out selections that you and yours are sure to love. Cheers to letting us do the heavy lifting!</span></p>
<p>Included:</p>
<p><span style=""font-weight: 400;"">A single bottle of Adrien Redon Un R D'Autrefois Extra Brut </span></p>
<p><span style=""font-weight: 400;"">A single bottle of Piollot Brut Réserve</span></p>
<p><span style=""font-weight: 400;"">A single bottle of Didier-Ducos Absolu Meunier</span></p>
<p style=""text-align: left;""><br></p>
<ul></ul>",Bundle,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Bundle,"ABV-12, Gift Set, Gift Sets, spo-default, spo-disabled, VARIANT-39707662450732-UNIT-ML, VARIANT-39707662450732-VOLUME-2250",false,Title,Default Title,,,,,FF3PTHANKS,3628.73896,shopify,deny,manual,199.00,,true,true,"",,,,false,,,,,,,,,,,,,,,lb,,80.65,true,true,,,archived
millesime-2011-extra-brut,Millésime 2011 Extra Brut,"<p data-mce-fragment=""1""><b data-mce-fragment=""1"">SEE: </b><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Radiant gold pearls, plump and frothy as they rise </span></p>
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">SMELL: </b><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">A</span><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""> potpourri of dried apricots, wildflowers and your grandmother’s trunk full of silk scarves</span></p>
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">TASTE: </b><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Hints of meringue, dried pear and brioche. Almond and honeycomb in the finish.</span></p>
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""><strong>PAIR:</strong> Lay this bottle on its side for a few years to gain more complex aromas and flavors. If you can't wait (trust us, we get it!), pop it now to complement soft cheeses and oysters Rockefeller or to balance out a bowl of shrimp cocktail</span></p>",Didier-Ducos,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Wine,"ABV-12, Bottle Size_Standard, Inventory, REGION-VALLÉE DE LA MARNE, Single Bottles, spo-default, spo-disabled, VARIANT-39580575531052-TYPE-BOTTLE, VARIANT-39580575531052-UNIT-ML, VARIANT-39580575531052-VOLUME-750.0",true,Title,Default Title,,,,,DD11EB,1814.36948,shopify,deny,manual,78.00,,true,true,"",https://cdn.shopify.com/s/files/1/0347/9578/2188/products/DD11.jpg?v=1688071439,1,,false,Millesime 2011 Extra Brut | Champagne by Didier Ducos | fatcork,"Experience the exceptional taste of Millesime 2011 Extra Brut Champagne by Didier Ducos. Made with the finest grapes, it's a must-try for champagne lovers! Buy in fatcork. ",,,,,,,,,,,,,lb,,29.58,true,true,,,active
millesime-2011-extra-brut,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0347/9578/2188/products/Fatcork-Didier-Ducos_77b9c32c-d74d-4855-bd11-70b4bfd7512b.jpg?v=1680206320,2,,,,,,,,,,,,,,,,,,,,,,,,
millesime-2011-extra-brut,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0347/9578/2188/products/Fatcork-Didier-Ducos-2_5b6e629c-ba4c-4d7c-8796-3313ddf0e741.jpg?v=1680206320,3,,,,,,,,,,,,,,,,,,,,,,,,
blanc-de-blancs-millesime-2012-premier-cru,Blanc de Blancs Millésime 2012 Premier Cru,"<meta charset=""utf-8"">
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""><b data-mce-fragment=""1"">SEE: </b>Warm golden tones in the glass bounce merrily around the glass. Fat golden pearls rise into a soft mousse.</span></p>
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""><b data-mce-fragment=""1"">SMELL: </b>Bubbles are small and soft as they snap under tongue, and dissipate quickly. Seductive citrus gives way to flakey brioche, and warm honey. A light blanket of pleasant must alludes to years of age.</span></p>
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""><b data-mce-fragment=""1"">TASTE: </b>Cashmere-like texture on the palate—smooth, delicate, rich. Maturity from age on the lees is still balanced by super fresh notes fresh churned butter, flakey crust and lemon zest. Bright and tart notes sliced green apple come through in the end. Expect a lively and fresh finish.</span></p>
<p data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""><meta charset=""utf-8"">
<span>The 2012 vintage in Champagne withstood its share of unwieldy weather. But the frantic succession of winter and spring frosts, torrential rains, hailstorms, a cold snap, intense heat and drought in the vineyards belonging to Gimonnet-Oger brought forth the extraordinary Blanc de Blancs Millésime 2012 Premier Cru, and elegant, racy cuvée endowed with a beautiful, sapid complexity. This subtle, almost austere version of blanc de blancs has just come of age in Jean Luc’s cellar, and it’s ready to pop today. </span></span></p>",Gimonnet-Oger,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Standard,"ABV-12, Bottle Size_Standard, Dosage_Extra Brut (0-6 g/l), Extra Brut, Grower_Gimonnet-Oger, Inventory, REGION-CÔTE DES BLANCS, Single Bottles, spo-default, spo-disabled, Style_Extra Brut, Style_Single variety, VARIANT-39580564750380-TYPE-BOTTLE, VARIANT-39580564750380-UNIT-ML, VARIANT-39580564750380-VOLUME-750.0, VINTAGE-2012",true,Title,Default Title,,,,,GO12,1814.36948,shopify,deny,manual,102.00,,true,true,"",https://cdn.shopify.com/s/files/1/0347/9578/2188/products/Fatcork_GO12.jpg?v=1676421229,1,,false,Millesime Champagne 2012 | Blanc de Blancs Brut by Gimonnet-Oger | fatcork,"Jean Luc may avoid the spotlight, but his Champagne shines. Try Gimonnet-Oger Millésime's Blanc de Blancs Millésime 2012 Premier Cru. Shop online in fatcork.",,,,,,,,,,,,,lb,,50.70,true,true,,,active
piollot-pere-et-fils-mepetit,Mepetit 2017,"<p data-mce-fragment=""1""><b data-mce-fragment=""1"">SEE: </b><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">Soft, antique blond with piercing bubbles</span></p>
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">SMELL: </b><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">Glazed doughnuts, lemon curd and wet rock. Subtle notes of roasted nuts and cedar chips.</span></p>
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">TASTE: </b><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">Bright citrus and pineapple with a hint of quince. Sweet and sour followed by a grassy finish.</span></p>
<p> <b data-mce-fragment=""1"">PAIR: </b><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">Enjoy this bubbling beauty with </span><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">chicken Caesar salad and roasted potatoes. A lobster roll or creamy dishes like cacio e pepe and fettucini Alfredo would also make a perfect pairing.</span></p>",Piollot Père et Fils,,Standard,"ABV-12, Inventory, spo-default, spo-disabled, VARIANT-39543184588844-TYPE-BOTTLE, VARIANT-39543184588844-UNIT-ML, VARIANT-39543184588844-VOLUME-750.0, VINTAGE-2017",true,Title,Default Title,,,,,PLAM17,1814.36948,shopify,deny,manual,88.00,,true,true,"",https://cdn.shopify.com/s/files/1/0347/9578/2188/products/PLAM.jpg?v=1645209364,1,,false,Mepetit | Blanc de Noirs Champagne by Piollot Pere et Fils | fatcork,"Discover the unparalleled taste of Piollot Pere et Fils Mepetit champagne from fatcork. This exquisite wine is a true masterpiece. Order yours now!
",,,,,,,,,,,,,lb,,46.64,true,true,,,active
piollot-pere-et-fils-mepetit,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0347/9578/2188/products/Fatcork_Piollot_c9865760-689e-459f-8c91-d57e89281f6c.jpg?v=1645209364,2,,,,,,,,,,,,,,,,,,,,,,,,
piollot-pere-et-fils-mepetit,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0347/9578/2188/products/piollot-image-bandeau-4-scaled_61b11527-3f4d-4aa9-9e15-407cbe98d728.jpg?v=1645209364,3,,,,,,,,,,,,,,,,,,,,,,,,
mad-for-magnums-bundle-1,ARCHIVE Mad for Magnums Bundle,"<p style=""text-align: left;"" data-mce-style=""text-align: left;"">Go big or go home. This bundle of fun features F<span>OUR<em> </em></span>cuvées<span> </span>and is a fool proof way to bring the excitement to any dinner or happy hour gathering. Big, bubbly, and of course delicious - bring the party with these large format bubbles!<br></p>
<p><strong>1 Magnum (1.5L) bottle = 2 bottles of bubbles or 10, 5oz glasses </strong></p>
<p>Bottles Included:</p>
<ul>
<li>1 Magnum sized bottle of Hervieux-Dumez Brut Reserve</li>
<li>1 Magnum sized bottle of Levasseur Rue du Sorbier Brut </li>
<li>1 Magnum sized bottle of Didier-Ducos Brut Reserve</li>
<li>1 Magnum sized bottle of Pascal Redon Brut Rosé Magnum</li>
</ul>
<div data-mce-style=""text-align: center;""><br></div>
<div style=""position: absolute; left: 203px; top: 170.969px;"" id=""gtx-trans"">
<div class=""gtx-trans-icon""></div>
</div>",Bundle,,Bundle,"ABV-12, Bottle Size_Large Format, Bundles, spo-default, spo-enabled, VARIANT-39448780013612-TYPE-BOX, VARIANT-39448780013612-UNIT-ML, VARIANT-39448780013612-VOLUME-6000.0",false,Title,Default Title,,,,,4magbundle-nonmembers,14514.95584,shopify,continue,manual,535.00,,true,true,"",https://cdn.shopify.com/s/files/1/0347/9578/2188/products/Magnum_Presale_4Pack_2021.jpg?v=1640914985,1,,false,,,,,,,,,,,,,,,lb,,217.31,true,true,,,archived
mad-for-magnums-bundle,ARCHIVE Mad for Magnums Bundle (members only),"<p style=""text-align: left;"" data-mce-style=""text-align: left;"">Go big or go home. This bundle of fun features<span> FOUR<em> </em></span>cuvées<span> </span>and is a fool proof way to bring the excitement to any dinner or happy hour gathering. Big, bubbly, and of course delicious - bring the party with these large format bubbles!<br></p>
<p>  <strong>1 Magnum (1.5L) bottle = 2 bottles of bubbles or 10, 5oz glasses </strong></p>
<p>Bottles Included:</p>
<ul>
<li>1 Magnum sized bottle of Hervieux-Dumez Brut Reserve</li>
<li>1 Magnum sized bottle of Levasseur Rue du Sorbier Brut </li>
<li>1 Magnum sized bottle of Didier-Ducos Brut Reserve</li>
<li>1 Magnum sized bottle of Gimonnet-Oger Blanc de Blancs Premier Cru</li>
</ul>
<div data-mce-style=""text-align: center;""><br></div>",Bundle,,Bundle,"ABV-12, Bottle Size_Large Format, Bundles, spo-default, spo-enabled, VARIANT-39448773263404-TYPE-BOX, VARIANT-39448773263404-UNIT-ML, VARIANT-39448773263404-VOLUME-6000",false,Title,Default Title,,,,,4magbundle-membersonly,7257.47792,shopify,continue,manual,495.00,559.00,true,true,"",https://cdn.shopify.com/s/files/1/0347/9578/2188/products/C2889A03-0366-404F-BF89-1CAF3259D795.jpg?v=1633722646,1,,false,,,,,,,,,,,,,,,lb,,225.30,true,true,,,archived
mixed-magnum-bundle,Mixed Magnum Bundle,"<p style=""text-align: left;"" data-mce-style=""text-align: left;"">This bundle of fun features<span> </span><em>one non-rosé cuv<meta charset=""utf-8"">ée &amp; one rosé cuvée</em><span> </span>and is a fool proof way to bring the excitement to any weekend brunch, happy hour gathering or dinner party. Big, bubbly, and of course delicious - bring the party with these large format bubbles!<br></p>
<div><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;""></span></div>
<p> <strong>1 Magnum (1.5L) bottle = 2 bottles of bubbles or 10, 5oz glasses </strong></p>
<p>Bottles Included:</p>
<ul>
<li><span>1 Magnum sized bottle of Pascal Redon Brut Rosé Premier Cru</span></li>
<li>1 Magnum sized bottle of Didier-Ducos Brut Reserve Magnum</li>
<li>handwritten gift note</li>
</ul>
<ul></ul>
<p> </p>
<div id=""gtx-trans"" style=""position: absolute; left: 201px; top: 182.969px;"">
<div class=""gtx-trans-icon""></div>
</div>",Bundle,,Bundle,"ABV-12, Bottle Size_Large Format, Bundles, spo-default, spo-enabled, VARIANT-39448061935660-UNIT-ML",true,Title,Default Title,,,,,2MixedMag,7257.47792,shopify,deny,manual,200.00,284.00,true,true,"",https://cdn.shopify.com/s/files/1/0347/9578/2188/products/Magnum_Presale_Mixed_2021.jpg?v=1640647117,1,,false,,,,,,,,,,,,,,,lb,,116.45,true,true,,,active
rose-magnum-bundle,Rosé Magnum Bundle,"<p style=""text-align: left;"">This bundle of fun features<span> <em>two</em> rosé</span> cuvées<span> </span>and is a fool proof way to bring the excitement to any dinner or happy hour gathering. Big, bubbly, and of course delicious - bring the party with these large format bubbles!<br></p>
<p>  <strong>1 Magnum (1.5L) bottle = 2 bottles of bubbles or 10, 5oz glasses </strong></p>
<p>Bottles Included:</p>
<ul>
<li>1 Magnum sized bottle of A. Levasseur Extrait Gourmand Rosé Brut </li>
<li>1 Magnum sized bottle of Mathieu-Gandon Esprit Rosé</li>
<li>handwritten gift note</li>
</ul>
<div data-mce-style=""text-align: center;""><br></div>",fatcork,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Bundle,"ABV-12, Bottle Size_Large Format, Bundles, Seasonal Selection, Seasonal Selections, spo-default, spo-enabled, VARIANT-39448006328364-TYPE-BOX, VARIANT-39448006328364-UNIT-ML, VARIANT-39448006328364-VOLUME-3000.0",true,Title,Default Title,,,,,2ROSEMAGS-nonmember,7257.47792,shopify,deny,manual,249.00,,true,true,"",https://cdn.shopify.com/s/files/1/0347/9578/2188/products/Rose-Magnum-Bundle---Fatcork.jpg?v=1667857993,1,,false,,,,,,,,,,,,,,,lb,,129.29,true,true,,,active
blanc-magnum-bundle,Blanc Magnum Bundle,"<p>This bundle of fun features two non-rosé cuvées and is a fool proof way to bring the excitement to any dinner or happy hour gathering. Big, bubbly, and of course delicious - bring the party with these large format bubbles.</p>
<p><strong>1 Magnum (1.5L) bottle = 2 bottles of bubbles or 10, 5oz glasses </strong><br></p>
<p data-mce-style=""text-align: left;"">Bottles Included:</p>
<ul>
<li>
<meta charset=""utf-8"">
<span>1 Magnum sized bottle of Mathieu-Gandon Esprit Brut</span>
</li>
<li>1 Magnum sized bottle of Pascal Redon Brut Tradition</li>
<li>handwritten gift note</li>
</ul>",Bundle,,Bundle,"ABV-12, Bottle Size_Large Format, Bundles, Gift, Gift Set, Gift Sets, Seasonal Selection, Seasonal Selections, spo-default, spo-enabled, VARIANT-39447989026860-TYPE-BOX, VARIANT-39447989026860-UNIT-ML, VARIANT-39447989026860-VOLUME-3000.0",true,Title,Default Title,,,,,2MAG-nonmember,7257.47792,shopify,deny,manual,200.00,,true,true,"",https://cdn.shopify.com/s/files/1/0347/9578/2188/files/MagnumBlancbundle.jpg?v=1687896059,1,,false,,,,,,,,,,,,,,,lb,,112.39,true,true,,,active
marshas-crown,Marsha's Crown,"<div data-mce-fragment=""1""><i data-mce-fragment=""1"">Energetic, bright, floral, and bubbles that never quit</i></div>
<div data-mce-fragment=""1""><br data-mce-fragment=""1""></div>
<p data-mce-fragment=""1"">In honor of liberation activist Marsha P. Johnson's iconic flower crown and vivacious spirit, this festive duo of bubbles is perfect for Pride month and gathering with your LGBTQ community. </p>
<div data-mce-fragment=""1""></div>
<div data-mce-fragment=""1""></div>
<div data-mce-fragment=""1""></div>
<div data-mce-fragment=""1""><span style=""text-decoration: underline;""></span></div>
<p data-mce-fragment=""1""><span style=""text-decoration: underline;"">Included:</span></p>
<div data-mce-fragment=""1""></div>
<div data-mce-fragment=""1"">
<ul>
<li>Single bottle of Didier-Ducos Petale de Rosé </li>
<li>Single bottle of Hervieux-Dumez Blanc de Blancs Brut Nature</li>
</ul>
<meta charset=""UTF-8""> <strong><i data-mce-fragment=""1"">*A portion of proceeds will be donated to the Lavender Rights Project, an organization that provides legal advocacy and community education for LGBTQ communities. </i></strong><br>
<ul></ul>
</div>",Bundle,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Bundle,"ABV-12, Gift, Gift Set, Gift Sets, spo-default, spo-disabled, VARIANT-39402645618732-UNIT-ML",false,Title,Default Title,,,,,MCRN,3628.73896,shopify,deny,manual,130.00,,true,true,"",https://cdn.shopify.com/s/files/1/0347/9578/2188/products/Fatcork_MarshasCrown_1.jpg?v=1631303833,1,,false,,,,,,,,,,,,,,,lb,,51.48,true,true,,,archived
true-colors-gift-set,True Colors,"<div>
<p><i><span style=""font-weight: 400;"">A rainbow of colors, each as unique and special as you are.</span></i></p>
<p><span style=""font-weight: 400;"">This trio of bubbles boasts a range of vibrant colors. Cheers to whoever you love, however you identify, and all that makes you sparkle. Pop some bottles and celebrate! </span></p>
</div>
<div></div>
<p><span style=""text-decoration: underline;""><br>Included: </span></p>
<ul>
<li>Single Bottle of <a href=""https://fatcork.com/products/didier-ducos-et-fils-lablutien-brut-demi?_pos=1&amp;_sid=599773ff8&amp;_ss=r"">Didier-Ducos L'Ablutien Brut</a>
</li>
<li>Single bottle of <a href=""https://fatcork.com/products/renaissance-premier-cru-extra-brut?_pos=1&amp;_sid=da9e876fc&amp;_ss=r"">Vadin-Plateau Renaissance Premier Cru Extra Brut</a>
</li>
<li>Single bottle of <a href=""https://fatcork.com/products/hervieux-dumez-rose-brut?_pos=2&amp;_sid=4e1ca9024&amp;_ss=r"">Hervieux-Dumez Brut Rosé</a>
</li>
</ul>
<p><strong><i data-mce-fragment=""1"">*A portion of proceeds will be donated to the Lavender Rights Project, an organization that provides legal advocacy and community education for LGBTQ communities</i></strong></p>
<br>
<ul></ul>
<p> </p>",Gift Set,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Gift Set,"ABV-12, Gift, Gift Set, Gift Sets, Gifts, spo-default, spo-disabled, VARIANT-39402395074604-UNIT-ML",false,Title,Default Title,,,,,TRCO,5443.10844,shopify,deny,manual,195.00,,true,true,"",https://cdn.shopify.com/s/files/1/0347/9578/2188/products/Fatcork_TrueColors.jpg?v=1631478254,1,,false,,,,,,,,,,,,,,,lb,,74.10,true,true,,,archived
father-son,Father & Son Champagne Duo,"<p style=""text-align: center;""><em>They are family.</em></p>
<div style=""text-align: center;"">
<meta charset=""utf-8"">
<span>This Champagne gift set features the traditional style of Pascal Redon and the more progressive style that his sons Adrien and Hugo prefer. Treat your dads to these unique fatcork favorites, and we’ll include a handwritten note by us from you.</span>
</div>
<div style=""text-align: left;""><br></div>
<div style=""text-align: left;""><span>Included:</span></div>
<div style=""text-align: left;"">
<ul>
<li><span>1 x Adrien Redon Extra Brut</span></li>
<li>1 x Pascal Redon Brut Tradition</li>
<li>handwritten gift note</li>
</ul>
</div>
<div style=""text-align: center;""><br></div>",Gift Set,,Gift Set,"ABV-12, Father's Day, Gift Set, Gift Sets, Gifts, spo-default, spo-disabled, VARIANT-39400113635372-TYPE-BOX, VARIANT-39400113635372-UNIT-ML, VARIANT-39400113635372-VOLUME-1500",false,Title,Default Title,,,,,FA&SON,3628.73896,shopify,deny,manual,98.00,,true,true,"",https://cdn.shopify.com/s/files/1/0347/9578/2188/products/Fatcork_Pascal_Adrien_Redon.jpg?v=1631147507,1,,false,,,,,,,,,,,,,,,lb,,51.37,true,true,,,draft
father-son,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0347/9578/2188/products/Fatcork_Father_And_Son.jpg?v=1631147507,2,,,,,,,,,,,,,,,,,,,,,,,,
father-son,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0347/9578/2188/products/Fatcork-Father-and-Son-Redon.jpg?v=1631147507,3,,,,,,,,,,,,,,,,,,,,,,,,
le-premeir-jour-de-vendanges-2018,Le Premier Jour de Vendanges 2018,"<p><b>SEE: </b><span style=""font-weight: 400;"">Rose gold with flecks of copper</span></p>
<p><b>SMELL: </b><span style=""font-weight: 400;"">Sea spray  followed by yellow apple skin, under ripe strawberries and hints of coconut husk </span></p>
<p><b>TASTE: </b><span style=""font-weight: 400;"">Apple core, bitter almond and honeysuckle followed by salty sherry-like complexity. Crisp and dry.</span></p>
<p><b>PAIR: </b><span style=""font-weight: 400;"">Pour this bottle alongside ricotta toast topped with fresh shaved radishes and fine herbs, a snack of crumbly Mimolette cheese and rustic crackers or herb-roasted chicken with dijon aioli. </span><br></p>",Ruppert Leroy,,Standard,"ABV-12, Bottle Size_Standard, Brut Nature, Grower_Ruppert Leroy, Inventory, REGION-AUBE, Single Bottles, spo-default, spo-disabled, VARIANT-39390447894572-UNIT-ML, VARIANT-39390447894572-VOLUME-750.0, VINTAGE-100% 2018",true,Title,Default Title,,,,,RLJV18,1814.36948,shopify,deny,manual,118.00,,true,true,"",https://cdn.shopify.com/s/files/1/0347/9578/2188/products/Fatcork_RLJV18.jpg?v=1638815444,1,,false,Le Premier Jour de Vendanges | Champagne by Didier Ducos | fatcork,"Indulge in the exquisite flavors of Le Premier Jour de Vendanges champagne from Didier Ducos. Perfect for any occasion, order now in fatcork!",,,,,,,,,,,,,lb,,58.14,true,true,,,active
le-premeir-jour-de-vendanges-2018,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0347/9578/2188/products/Fatcork_RuppertLeroy_cef94d73-0af6-4195-9d39-1f091ae00730.jpg?v=1638860864,2,,,,,,,,,,,,,,,,,,,,,,,,
le-premeir-jour-de-vendanges-2018,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0347/9578/2188/products/dsc-0169-scaled_b6bfa57f-a2b7-4782-aa01-611286ef7efe.jpg?v=1638860864,3,,,,,,,,,,,,,,,,,,,,,,,,
